x,y
211952.9972,1551497
212452.9972,1551497
212952.9972,1551497
213452.9972,1551497
213952.9972,1551497
214452.9972,1551497
214952.9972,1551497
215452.9972,1551497
215952.9972,1551497
216452.9972,1551497
216952.9972,1551497
217452.9972,1551497
217952.9972,1551497
218452.9972,1551497
218952.9972,1551497
223952.9972,1551497
224452.9972,1551497
224952.9972,1551497
225452.9972,1551497
225952.9972,1551497
226452.9972,1551497
176452.9972,1551997
186952.9972,1551997
187452.9972,1551997
187952.9972,1551997
188452.9972,1551997
188952.9972,1551997
189452.9972,1551997
189952.9972,1551997
190452.9972,1551997
190952.9972,1551997
191452.9972,1551997
191952.9972,1551997
192452.9972,1551997
192952.9972,1551997
193452.9972,1551997
193952.9972,1551997
194452.9972,1551997
194952.9972,1551997
195452.9972,1551997
195952.9972,1551997
196452.9972,1551997
196952.9972,1551997
197452.9972,1551997
197952.9972,1551997
198452.9972,1551997
198952.9972,1551997
199452.9972,1551997
199952.9972,1551997
200452.9972,1551997
200952.9972,1551997
201452.9972,1551997
201952.9972,1551997
202452.9972,1551997
202952.9972,1551997
203452.9972,1551997
203952.9972,1551997
204452.9972,1551997
204952.9972,1551997
205452.9972,1551997
205952.9972,1551997
206452.9972,1551997
206952.9972,1551997
207452.9972,1551997
207952.9972,1551997
208452.9972,1551997
208952.9972,1551997
209452.9972,1551997
209952.9972,1551997
210452.9972,1551997
210952.9972,1551997
211452.9972,1551997
211952.9972,1551997
212452.9972,1551997
212952.9972,1551997
213452.9972,1551997
213952.9972,1551997
214452.9972,1551997
214952.9972,1551997
215452.9972,1551997
215952.9972,1551997
216452.9972,1551997
216952.9972,1551997
217452.9972,1551997
217952.9972,1551997
218452.9972,1551997
224452.9972,1551997
224952.9972,1551997
225452.9972,1551997
225952.9972,1551997
226452.9972,1551997
175952.9972,1552497
177452.9972,1552497
177952.9972,1552497
184952.9972,1552497
185952.9972,1552497
186952.9972,1552497
187452.9972,1552497
187952.9972,1552497
188452.9972,1552497
188952.9972,1552497
189452.9972,1552497
189952.9972,1552497
190452.9972,1552497
190952.9972,1552497
191452.9972,1552497
191952.9972,1552497
192452.9972,1552497
192952.9972,1552497
193452.9972,1552497
193952.9972,1552497
194452.9972,1552497
194952.9972,1552497
195452.9972,1552497
195952.9972,1552497
196452.9972,1552497
196952.9972,1552497
197452.9972,1552497
197952.9972,1552497
198452.9972,1552497
198952.9972,1552497
199452.9972,1552497
199952.9972,1552497
200452.9972,1552497
200952.9972,1552497
201452.9972,1552497
201952.9972,1552497
202452.9972,1552497
202952.9972,1552497
203452.9972,1552497
203952.9972,1552497
204452.9972,1552497
204952.9972,1552497
205452.9972,1552497
205952.9972,1552497
206452.9972,1552497
206952.9972,1552497
207452.9972,1552497
207952.9972,1552497
208452.9972,1552497
208952.9972,1552497
209452.9972,1552497
209952.9972,1552497
210452.9972,1552497
210952.9972,1552497
211452.9972,1552497
211952.9972,1552497
212452.9972,1552497
212952.9972,1552497
213452.9972,1552497
213952.9972,1552497
214452.9972,1552497
214952.9972,1552497
215452.9972,1552497
215952.9972,1552497
216452.9972,1552497
216952.9972,1552497
217452.9972,1552497
217952.9972,1552497
218452.9972,1552497
218952.9972,1552497
219952.9972,1552497
222952.9972,1552497
223452.9972,1552497
223952.9972,1552497
224452.9972,1552497
224952.9972,1552497
225452.9972,1552497
225952.9972,1552497
226452.9972,1552497
175952.9972,1552997
176452.9972,1552997
176952.9972,1552997
177452.9972,1552997
177952.9972,1552997
178952.9972,1552997
180452.9972,1552997
180952.9972,1552997
181952.9972,1552997
182452.9972,1552997
182952.9972,1552997
184452.9972,1552997
185452.9972,1552997
185952.9972,1552997
186452.9972,1552997
186952.9972,1552997
187452.9972,1552997
187952.9972,1552997
188452.9972,1552997
188952.9972,1552997
189452.9972,1552997
189952.9972,1552997
190452.9972,1552997
190952.9972,1552997
191452.9972,1552997
191952.9972,1552997
192452.9972,1552997
192952.9972,1552997
193452.9972,1552997
193952.9972,1552997
194452.9972,1552997
194952.9972,1552997
195452.9972,1552997
195952.9972,1552997
196452.9972,1552997
196952.9972,1552997
197452.9972,1552997
197952.9972,1552997
198452.9972,1552997
198952.9972,1552997
199452.9972,1552997
199952.9972,1552997
200452.9972,1552997
200952.9972,1552997
201452.9972,1552997
201952.9972,1552997
202452.9972,1552997
202952.9972,1552997
203452.9972,1552997
203952.9972,1552997
204452.9972,1552997
204952.9972,1552997
205452.9972,1552997
205952.9972,1552997
206452.9972,1552997
206952.9972,1552997
207452.9972,1552997
207952.9972,1552997
208452.9972,1552997
208952.9972,1552997
209452.9972,1552997
209952.9972,1552997
210452.9972,1552997
210952.9972,1552997
211452.9972,1552997
211952.9972,1552997
212452.9972,1552997
212952.9972,1552997
213452.9972,1552997
213952.9972,1552997
214452.9972,1552997
214952.9972,1552997
215452.9972,1552997
215952.9972,1552997
216452.9972,1552997
216952.9972,1552997
217452.9972,1552997
217952.9972,1552997
218452.9972,1552997
218952.9972,1552997
219452.9972,1552997
219952.9972,1552997
222952.9972,1552997
223452.9972,1552997
223952.9972,1552997
224452.9972,1552997
224952.9972,1552997
225452.9972,1552997
225952.9972,1552997
226452.9972,1552997
175952.9972,1553497
176452.9972,1553497
176952.9972,1553497
177452.9972,1553497
177952.9972,1553497
178452.9972,1553497
178952.9972,1553497
179452.9972,1553497
179952.9972,1553497
180452.9972,1553497
180952.9972,1553497
181452.9972,1553497
181952.9972,1553497
182452.9972,1553497
182952.9972,1553497
183452.9972,1553497
183952.9972,1553497
184452.9972,1553497
184952.9972,1553497
185452.9972,1553497
185952.9972,1553497
186452.9972,1553497
186952.9972,1553497
187452.9972,1553497
187952.9972,1553497
188452.9972,1553497
188952.9972,1553497
189452.9972,1553497
189952.9972,1553497
190452.9972,1553497
190952.9972,1553497
191452.9972,1553497
191952.9972,1553497
192452.9972,1553497
192952.9972,1553497
193452.9972,1553497
193952.9972,1553497
194452.9972,1553497
194952.9972,1553497
195452.9972,1553497
195952.9972,1553497
196452.9972,1553497
196952.9972,1553497
197452.9972,1553497
197952.9972,1553497
198452.9972,1553497
198952.9972,1553497
199452.9972,1553497
199952.9972,1553497
200452.9972,1553497
200952.9972,1553497
201452.9972,1553497
201952.9972,1553497
202452.9972,1553497
202952.9972,1553497
203452.9972,1553497
203952.9972,1553497
204452.9972,1553497
204952.9972,1553497
205452.9972,1553497
205952.9972,1553497
206452.9972,1553497
206952.9972,1553497
207452.9972,1553497
207952.9972,1553497
208452.9972,1553497
208952.9972,1553497
209452.9972,1553497
209952.9972,1553497
210452.9972,1553497
210952.9972,1553497
211452.9972,1553497
211952.9972,1553497
212452.9972,1553497
212952.9972,1553497
213452.9972,1553497
213952.9972,1553497
214452.9972,1553497
214952.9972,1553497
215452.9972,1553497
215952.9972,1553497
216452.9972,1553497
216952.9972,1553497
217452.9972,1553497
217952.9972,1553497
218452.9972,1553497
218952.9972,1553497
219452.9972,1553497
219952.9972,1553497
220452.9972,1553497
220952.9972,1553497
222452.9972,1553497
222952.9972,1553497
223452.9972,1553497
223952.9972,1553497
224452.9972,1553497
224952.9972,1553497
225452.9972,1553497
225952.9972,1553497
226452.9972,1553497
226952.9972,1553497
176952.9972,1553997
177452.9972,1553997
178452.9972,1553997
179452.9972,1553997
179952.9972,1553997
180452.9972,1553997
180952.9972,1553997
181452.9972,1553997
181952.9972,1553997
182452.9972,1553997
182952.9972,1553997
183952.9972,1553997
184452.9972,1553997
184952.9972,1553997
185452.9972,1553997
185952.9972,1553997
186452.9972,1553997
186952.9972,1553997
187452.9972,1553997
187952.9972,1553997
188452.9972,1553997
188952.9972,1553997
189452.9972,1553997
189952.9972,1553997
190452.9972,1553997
190952.9972,1553997
191452.9972,1553997
191952.9972,1553997
192452.9972,1553997
192952.9972,1553997
193452.9972,1553997
193952.9972,1553997
194452.9972,1553997
194952.9972,1553997
195452.9972,1553997
195952.9972,1553997
196452.9972,1553997
196952.9972,1553997
197452.9972,1553997
197952.9972,1553997
198452.9972,1553997
198952.9972,1553997
199452.9972,1553997
199952.9972,1553997
200452.9972,1553997
200952.9972,1553997
201452.9972,1553997
201952.9972,1553997
202452.9972,1553997
202952.9972,1553997
203452.9972,1553997
203952.9972,1553997
204452.9972,1553997
204952.9972,1553997
205452.9972,1553997
205952.9972,1553997
206452.9972,1553997
206952.9972,1553997
207452.9972,1553997
207952.9972,1553997
208452.9972,1553997
208952.9972,1553997
209452.9972,1553997
209952.9972,1553997
210452.9972,1553997
210952.9972,1553997
211452.9972,1553997
211952.9972,1553997
212452.9972,1553997
212952.9972,1553997
213452.9972,1553997
213952.9972,1553997
214452.9972,1553997
214952.9972,1553997
215452.9972,1553997
215952.9972,1553997
216452.9972,1553997
216952.9972,1553997
217452.9972,1553997
217952.9972,1553997
218452.9972,1553997
218952.9972,1553997
219452.9972,1553997
219952.9972,1553997
220452.9972,1553997
220952.9972,1553997
222952.9972,1553997
223452.9972,1553997
223952.9972,1553997
224452.9972,1553997
224952.9972,1553997
225452.9972,1553997
225952.9972,1553997
226452.9972,1553997
226952.9972,1553997
176452.9972,1554497
177952.9972,1554497
180452.9972,1554497
180952.9972,1554497
181452.9972,1554497
181952.9972,1554497
182952.9972,1554497
183452.9972,1554497
183952.9972,1554497
184452.9972,1554497
184952.9972,1554497
185452.9972,1554497
185952.9972,1554497
186452.9972,1554497
186952.9972,1554497
187452.9972,1554497
187952.9972,1554497
188452.9972,1554497
188952.9972,1554497
189452.9972,1554497
189952.9972,1554497
190452.9972,1554497
190952.9972,1554497
191452.9972,1554497
191952.9972,1554497
192452.9972,1554497
192952.9972,1554497
193452.9972,1554497
193952.9972,1554497
194452.9972,1554497
194952.9972,1554497
195452.9972,1554497
195952.9972,1554497
196452.9972,1554497
196952.9972,1554497
197452.9972,1554497
197952.9972,1554497
198452.9972,1554497
198952.9972,1554497
199452.9972,1554497
199952.9972,1554497
200452.9972,1554497
200952.9972,1554497
201452.9972,1554497
201952.9972,1554497
202452.9972,1554497
202952.9972,1554497
203452.9972,1554497
203952.9972,1554497
204452.9972,1554497
204952.9972,1554497
205452.9972,1554497
205952.9972,1554497
206452.9972,1554497
206952.9972,1554497
207452.9972,1554497
207952.9972,1554497
208452.9972,1554497
208952.9972,1554497
209452.9972,1554497
209952.9972,1554497
210452.9972,1554497
210952.9972,1554497
211452.9972,1554497
211952.9972,1554497
212452.9972,1554497
212952.9972,1554497
213452.9972,1554497
213952.9972,1554497
214452.9972,1554497
214952.9972,1554497
215452.9972,1554497
215952.9972,1554497
216452.9972,1554497
216952.9972,1554497
217452.9972,1554497
217952.9972,1554497
218452.9972,1554497
218952.9972,1554497
219452.9972,1554497
219952.9972,1554497
220452.9972,1554497
220952.9972,1554497
221452.9972,1554497
221952.9972,1554497
222452.9972,1554497
222952.9972,1554497
223452.9972,1554497
223952.9972,1554497
224452.9972,1554497
224952.9972,1554497
225452.9972,1554497
225952.9972,1554497
226452.9972,1554497
226952.9972,1554497
176952.9972,1554997
177452.9972,1554997
178452.9972,1554997
178952.9972,1554997
180952.9972,1554997
181452.9972,1554997
181952.9972,1554997
182452.9972,1554997
182952.9972,1554997
183452.9972,1554997
183952.9972,1554997
184452.9972,1554997
184952.9972,1554997
185452.9972,1554997
185952.9972,1554997
186452.9972,1554997
186952.9972,1554997
187452.9972,1554997
187952.9972,1554997
188452.9972,1554997
188952.9972,1554997
189452.9972,1554997
189952.9972,1554997
190452.9972,1554997
190952.9972,1554997
191452.9972,1554997
191952.9972,1554997
192452.9972,1554997
192952.9972,1554997
193452.9972,1554997
193952.9972,1554997
194452.9972,1554997
194952.9972,1554997
195452.9972,1554997
195952.9972,1554997
196452.9972,1554997
196952.9972,1554997
197452.9972,1554997
197952.9972,1554997
198452.9972,1554997
198952.9972,1554997
199452.9972,1554997
199952.9972,1554997
200452.9972,1554997
200952.9972,1554997
201452.9972,1554997
201952.9972,1554997
202452.9972,1554997
202952.9972,1554997
203452.9972,1554997
203952.9972,1554997
204452.9972,1554997
204952.9972,1554997
205452.9972,1554997
205952.9972,1554997
206452.9972,1554997
206952.9972,1554997
207452.9972,1554997
207952.9972,1554997
208452.9972,1554997
208952.9972,1554997
209452.9972,1554997
209952.9972,1554997
